"regno","Name","Latest income","Latest expenditure","Address","Postcode"
1115383,"BROOKBURN SCHOOL PARENT TEACHER ASSOCIATION",16309,17909,"BROOKBURN PRIMARY SCHOOL, BROOKBURN ROAD, MANCHESTER","M21 8EH"
1115386,"MANCHESTER NILE VALLEY CONSERVATION AND EDUCATION NETWORK",4422,4412,"31 BIRCH HALL LANE, MANCHESTER","M13 0XJ"
1115506,"MUSHTAQ WELFARE TRUST",63102,52346,"ZAHEER & CO, 63 KINGSWAY, MANCHESTER","M19 2LL"
1115671,"PROMOTING DEAF ISSUES",37984,36933,"24 SOUTH DRIVE, MANCHESTER","M21 8DY"
1115811,"ELM GROVE KIDS CLUB",100579,89075,"DIDSBURY C OF E PRIMARY SCHOOL, ELM GROVE, MANCHESTER","M20 6RL"
1116008,"SICK! PRODUCTIONS LTD.",307921,204186,"Enterprise House, Lloyd Street North, Manchester","M15 6SE"
1116258,"PARKWAY GREEN HOUSING TRUST",29563000,26016000,"Wythenshawe House, 8 Poundswick Lane, MANCHESTER","M22 9TA"
1116302,"CLEAR WATERS THE GAMBIA",500,500,"34 COXTON ROAD, MANCHESTER","M22 0FA"
1116307,"RUSHOLME AND FALLOWFIELD COMMUNITY FORUM",26100,11032,"TRINITY HOUSE COMMUNITY RESOURCE CE, GROVE CLOSE, MANCHESTER","M14 5AA"
1116806,"WESLEY COMMUNITY FURNITURE",156348,163653,"Wesley community furniture, St Wilfrids hall, Birchvale close, Hulme, Manchester","M15 6PN"
1116844,"CHRIST TEMPLE COMMUNITY CHURCH",12260,10680,"Lorimer House, 101 Osborne Street, Collyhurst, Manchester","M40 7PZ"
1117714,"Manchester Taoist Centre",135831,137828,"WITHINGTON METHODIST CHURCH, 439 WILMSLOW ROAD, WITHINGTON, MANCHESTER","M20 4AN"
1117759,"FRIENDS OF ROSHNI UK",15933,4530,"9 REDLAND CRESCENT, MANCHESTER","M21 8DL"
1117848,"MANCHESTER PRIDE LIMITED",2348863,2254524,"Suite 9c, Manchester One, 53 Portland Street, Manchester","M1 3LF"
1117856,"CHRIST CENTRAL MANCHESTER LIMITED",187928,194947,"Christ Central Church Manchester, Albion Wharf, 19 Albion Street, Manchester","M1 5LN"
1117898,"MANCHESTER, SPANISH CONGREGATION OF JEHOVAH'S WITNESSES",7164,5395,"Kingdom Hall of Jehovahs Witnesses, Redgate Lane, MANCHESTER","M12 4RQ"
1118094,"COMMAND PRAYER CENTRE MINISTRIES INTERNATIONAL",85076,99740,"FIRST FLOOR, RICHMOND HOUSE, 11 RICHMOND GROVE, MANCHESTER","M13 0LN"
1118315,"Children's University Trust",289547,344561,"c/o Slade & Cooper Ltd, Green Fish Resource Centre, 46-50 Oldham Street, Manchester","M4 1HN"
1118816,"RAV TOV",7807,3979,"Enterprise House, 3 Middleton Road, MANCHESTER","M8 5DT"
1118957,"MANCHESTER REFORM CONGREGATION",313925,354814,"MANCHESTER REFORM SYNAGOGUE, JACKSONS ROW, MANCHESTER","M2 5NH"
1119101,"WOMEN WORKING WORLDWIDE",19711,34644,"546/547  Royal Exchange, 5th Floor, Old Bank Street, Manchester","M2 7EN"
1119268,"ANDREW JAMES WALSH MEMORIAL TRUST",4277,4935,"CARRAROE, 1 POLEFIELD ROAD, BLACKLEY, MANCHESTER, GREATER MANCHESTER","M9 6FN"
1119384,"MAKKI MASJID",342576,54526,"125-127 BERESFORD ROAD, MANCHESTER","M13 0TA"
1119489,"THE CHATTERBOX PROJECT BLACKLEY",31739,70868,"97 OSTERLEY ROAD, MANCHESTER","M9 7BP"
1119622,"TAMESIDE CANAL BOAT TRUST",4302,13320,"MOFFATT & CO, Progress House, 396 Wilmslow Road, Withington, Manchester","M20 3BN"
1120151,"THE HIGHLAND CHARITABLE TRUST",11802,16198,"DWF LLP, 1 SCOTT PLACE, 2 HARDMAN STREET, MANCHESTER","M3 3AA"
1120417,"4CT LIMITED",870579,783475,"GRANGE COMMUNITY CENTRE, PILGRIM DRIVE, MANCHESTER","M11 3TQ"
1120548,"MANCHESTER LIBERAL JEWISH COMMUNITY",2523,1794,"MANCHESTER LIBERAL JEWISH COMMUNITY, C/O CROSS STREET CHAPEL, CROSS STREET, MANCHESTER","M2 1NL"
1120687,"VEGETARIAN FOR LIFE",215348,261247,"Vegetarian for Life, Norwood House, 53 Brighton Grove, , MANCHESTER","M14 5JT"
1121048,"CONGO CHILDREN TRUST",151905,125904,"ST MARGARET'S CENTRE, BRANTINGHAM RD, CHORLTON-CUM-HARDY, MANCHESTER","M21 0TT"
1121276,"MANCHESTER LITERATURE FESTIVAL",212292,210637,"MANCHESTER LITERATURE FESTIVAL, THE DEPARTMENT STORE, 5 OAK STREET, MANCHESTER","M4 5JD"
1121320,"THE MSE CHARITY",78638,119753,"c/o Tesciuba Limited, 13 Police Street, Manchester","M2 7LQ"
1121461,"GRACE INCORPORATION FAITH TRUST (GIFT)",129959,151137,"Brow House, Ground Floor, 1 Mabfield Road, , Manchester","M14 6LP"
1121476,"YOUNG ADVISORS COMPANY LTD",37385,47408,"Central Methodist Hall, Central Buildings, Oldham Street, Manchester","M1 1JQ"
1121610,"THE CO-OPERATIVE HERITAGE TRUST",144339,483476,"1 Angel Square, Manchester","M60 0AG"
1121950,"H-PAN(HOPE FOR THE POOR AND NEEDY)",367946,360839,"357 Charlestown Road, MANCHESTER","M9 7BS"
1122104,"TEMPLE OF PRAISE MINISTRIES",24791,20785,"5 LEYWELL ROAD, MANCHESTER","M9 4QR"
1122276,"GHURKI TRUST TEACHING HOSPITAL",80889,83313,"303 WITHINGTON ROAD, CHORLTON CUM HARDY, MANCHESTER","M21 0YA"
1122461,"NATIONAL UGLY MUGS",285596,285767,"National Ugly Mugs, Units 209, The Green Fish Resource Centre, 46 -50 Oldham St, Manchester","M4 1LE"
1122509,"DANCE MANCHESTER",158080,147619,"Dance Manchester, 83 Ducie Street, , Manchester","M1 2JQ"
1122621,"THE PATMOS TRUST",0,0,"45 PAPRIKA CLOSE, MANCHESTER","M11 2LS"
1122656,"DIGNITY (WORLDWIDE)",94885,92375,"DIGNITY, 6 BARLOW MOOR ROAD, MANCHESTER","M20 6TR"
1122900,"KING'S CHURCH IN GREATER MANCHESTER",1339801,1395959,"KINGS HOUSE, SIDNEY STREET, MANCHESTER","M1 7HB"
1123223,"ETHNIC HEALTH FORUM",13015,10957,"195-A Wilmslow Road, Rusholme, , MANCHESTER","M14 5AQ"
1123706,"UGANDA COMMUNITY IN GREATER MANCHESTER",18633,15240,"U C O M M, SURCON HOUSE, COPSON STREET, WITHINGTON, MANCHESTER","M20 3HE"
1123798,"SHASSAB SERAT-UN-NABI WELFARE TRUST",8636,5808,"144 MANCHESTER ROAD, MANCHESTER","M16 0DZ"
1123875,"MISSAO CRISTA VIDA",46130,46524,"31 Shadowbrook Avenue, Newall Green, Manchester","M23 2BD"
1123908,"GREATER MANCHESTER IMMIGRATION AID UNIT",937826,937360,"GREATER MANCHESTER IMMIGRATION AID, 1 DELAUNAYS ROAD, MANCHESTER","M8 4QS"
1124426,"MANCHESTER PEOPLE FIRST",162732,167379,"MANCHESTER PEOPLE FIRST, 3 BROUGHTON STREET, MANCHESTER","M8 8RF"
1124436,"THE CAPTIVE ANIMALS PROTECTION SOCIETY",50539,94041,"PO Box 591, Manchester","M12 0DP"
1124453,"SOMALI BRAVANESE COMMUNITY OF MANCHESTER",1200,1200,"C/O Manchester Refugee Support Netw, 129 Princess Road, , , Manchester","M14 4RB"
1124560,"CHESHIRE REFORM CONGREGATION LIMITED",378102,406361,"198 ALTRINCHAM ROAD, MANCHESTER","M22 4RZ"
1124660,"JAMAATUL ISLAMIYAH SOCIETY",0,0,"9 ALDBOURNE CLOSE, MANCHESTER","M40 8NE"
1124748,"THE PARACHUTE REGIMENTAL ASSOCIATION MANCHESTER BRANCH",3634,2104,"18-22 Bridge Street, Manchester","M3 3BZ"
1125009,"THE URBAN SPLASH CHARITABLE TRUST LIMITED",866,4526,"URBAN SPLASH, 16-22 WORSLEY STREET, MANCHESTER","M15 4LD"
1125165,"CHORLTON PARK SCHOOL PARENTS TEACHERS ASSOCIATION",12624,4924,"CHORLTON PARK PRIMARY SCHOOL, MAULDETH ROAD WEST, CHORLTON CUM HARDY, MANCHESTER","M21 7HH"
1125314,"MANCHESTER FOUNTAIN OF LIFE CHRISTIAN CHURCH",28947,25695,"7 LISBURN AVENUE, MANCHESTER","M21 0TQ"
1125392,"ABABEEL TRUST",3970,3640,"83 NORTHMOOR ROAD, MANCHESTER","M12 4PE"
1125455,"THE TURLEY ASSOCIATES CHARITABLE TRUST",73350,69654,"TURLEY ASSOCIATES, 1 NEW YORK STREET, MANCHESTER","M1 4HD"
1125499,"CHRISTS CHOSEN CHURCH OF GOD",100937,58017,"43-45 North Street, Cheetham Hill, MANCHESTER","M8 8RE"
1125844,"SUPPORT 4 PROGRESS",12599,14216,"WISSC, TRAINING SUITE, WESTWOOD STREET, MOSS SIDE, MANCHESTER","M14 4SW"
1125914,"MANCHESTER PENTECOSTAL CHURCH",77914,21809,"3 TORQUAY CLOSE, MANCHESTER","M13 9DJ"
1126097,"HOPE FOR JUSTICE",2115644,2226356,"P.O. BOX 5527, Manchester","M61 0QU"
1126141,"CHALLENGE 4 CHANGE LTD",362980,362775,"CHALLENGE 4 CHANGE LIMITED, LEE HOUSE, 90 GREAT BRIDGEWATER STREET, MANCHESTER","M1 5JW"
1126259,"UMAR WELFARE SOCIETY",53619,36936,"53 KNOWSLEY STREET, MANCHESTER","M8 8JF"
1126394,"ST MARY'S JACOBITE SYRIAN ORTHODOX CHURCH MANCHESTER",56500,27854,"39 Tottenham Drive, MANCHESTER","M239WH"
1126433,"THE PANKHURST TRUST (INCORPORATING MANCHESTER WOMEN'S AID)",1900336,1750741,"PANKHURST CENTRE, 60-62 NELSON STREET, MANCHESTER","M13 9WP"
1126494,"THE ABHAYARATNA TRUST",70283,79576,"MANCHESTER BUDDHIST CENTRE, 16-20 TURNER STREET, MANCHESTER","M4 1DZ"
1126753,"CEDE FOUNDATION",76599,57193,"35 BROOK AVENUE, MANCHESTER","M19 3DQ"
1126774,"OVERSEAS FELLOWSHIP OF NIGERIAN CHRISTIANS",361669,454289,"TOP HOUSE, SHAWHEATH CLOSE, MANCHESTER","M15 4BQ"
1127558,"FRIENDS OF LANCASTERIAN SCHOOL",4406,10641,"FRIENDS OF LANCASTERIAN, ELIZABETH SLINGER ROAD, MANCHESTER","M20 2XA"
1127584,"HYDE ISLAMIC RESOURCE CENTRE",166777,116532,"ZAHEER & CO, 63 KINGSWAY, MANCHESTER","M19 2LL"
1127602,"TABORE MAR THOMA CHURCH, MANCHESTER",156423,73910,"195b Mount Road, Gorton, Manchester","M18 7GG"
1128052,"EGLISE EN MISSION CHURCH",86003,74097,"1 OLDWAY WALK, MANCHESTER","M40 2FN"
1128263,"LMCP CARE LINK",145521,127588,"The Pastoral Centre, 95A Princess Road, MANCHESTER","M14 4TH"
1128608,"WATERS EDGE ARTS LTD",307244,308515,"The Edge Theatre & Arts Centre, Manchester Road, Chorlton Cum Hardy, MANCHESTER","M21 9JG"
1128927,"CHRIST CHURCH MANCHESTER",281717,295714,"16 CROMPTON ROAD, MANCHESTER","M19 2GH"
1129206,"ALTRINCHAM UNITED REFORMED CHURCH CHARITY",87680,154651,"52 ROWARTH ROAD, MANCHESTER","M23 2UP"
1129304,"GOLDEN CENTRE OF OPPORTUNITIES",54837,54660,"80 Demesne Road, Manchester","M16 8PJ"
1129551,"THE PRESENT HELP SANCTUARY (OF GOD) MINISTRIES",1,0,"106 LANGPORT AVENUE, MANCHESTER","M12 4NG"
1129582,"NORSHINGPUR MADRASHA WELFARE TRUST (NMWT)",5045,4977,"4 HESTON AVENUE, MANCHESTER","M13 0UW"
1129635,"WITHINGTON METHODIST CHURCH",126941,197101,"WITHINGTON METHODIST CHURCH, 439 WILMSLOW ROAD, WITHINGTON, MANCHESTER","M20 4AN"
1129750,"REDEEMED CHRISTIAN CHURCH OF GOD, CITY OF REFUGE",10376,10209,"188 Lightbowne Road, MANCHESTER","M40 5EE"
1129887,"CREATIVE HANDS FOUNDATION",49488,48762,"15 Meade Grove, MANCHESTER","M13 0SG"
1130000,"MANCHESTER JAZZ FESTIVAL",366150,415402,"Elliot House, 151 Deansgate, MANCHESTER","M3 3WD"
1130146,"THE TRAYNOR FOUNDATION",31256,23820,"340 DEANSGATE, MANCHESTER","M3 4LY"
1130742,"ETHIOPIAN ORTHODOX TEWAHEDO KIDIST SELASSIE CHURCH IN MANCHESTER (UK)",15855,37950,"Flat 14, Ashley Court, Ashley Court Drive, Manchester","M40 3SF"
1131060,"THE EAST MANCHESTER COMMUNITY ASSOCIATION",194961,228792,"113 Abbey Hey Lane, Abbey Hey, MANCHESTER","M18 8TJ"
1131259,"NORTH WEST LEGAL SUPPORT TRUST",27769,45475,"PINSENT MASONS LLP, 3 HARDMAN STREET, , MANCHESTER","M3 3AU"
1131366,"HIS PRAISE AND GLORY MINISTRIES LIMITED",5899,6933,"22 CHAIN ROAD, MANCHESTER","M9 6GR"
1131529,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST CHURCH, BRUNSWICK",143314,129905,"BRUNSWICK PARISH CHURCH RECTORY, HARTFIELD CLOSE, MANCHESTER","M13 9YX"
1131657,"COCO CHARITABLE TRUST",2350,2422,"FREEDMAN FRANKL & TAYLOR, REEDHAM HOUSE, 31 KING STREET WEST, MANCHESTER","M3 2PJ"
1131669,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST JAMES & EMMANUEL, DIDSBURY",535174,434433,"St. James & Emmanuel Church, 6 Barlow Moor Road, Manchester","M20 6TR"
1131763,"HELP MANKIND LTD",441,27526,"6 RUTH STREET, MANCHESTER","M18 7DR"
1131851,"THE BREATHWORKS FOUNDATION",5276,31906,"16 - 20 TURNER STREET, MANCHESTER","M4 1DZ"
1132132,"DELIVERANCE CHURCH ENGLAND",60,0,"33 Rushey Road, Wythenshawe, Manchester","M22 8BN"
1132141,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST. JOHN THE DIVINE, BROOKLANDS, MANCHESTER",122082,121828,"137 WENDOVER ROAD, MANCHESTER","M23 9JS"
1132170,"THE MAASAI RAFIKI PROJECT",0,0,"45 DENE ROAD, DIDSBURY, MANCHESTER","M20 2TG"
1132381,"AMORIA BOND CHARITABLE TRUST",22913,23849,"AMORIA BOND LTD, EGERTON HOUSE, TOWERS BUSINESS PARK, WILMSLOW ROAD, MANCHESTER","M20 2DX"
1132454,"INTERNATIONAL SOCIETY FOR THE STUDY OF DRUG POLICY",22960,19185,"CO Rebecca Askew, Manchester Metropolitan University, Humanities Building, 4 Rosamond Street West, MANCHESTER","M15 6LL"
1132532,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF HOLY TRINITY RUSHOLME",883565,746468,"Holy Trinity Church, Platt Lane, Rusholme, Manchester","M14 5NF"
1132549,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MARGARET, BURNAGE",129614,123676,"250 Burnage Lane, Manchester","M19 1FL"
1132741,"TALBOT HOUSE SUPPORT CENTRE",153835,187507,"TALBOT HOUSE SUPPORT CENTRE, 1 HIGH PEAK STREET, NEWTON HEATH, MANCHESTER","M40 3AT"
1132858,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST PAUL, WITHINGTON",75892,80457,"29 Circular Road, MANCHESTER","M20 3LB"
1132944,"EMERGE 3RS",1069269,1030871,"EMERGE 3RS, E1-E4 NEW SMITHFIELD MARKET, MANCHESTER","M11 2WJ"
1132956,"ZAHERA TRUST",33025,34949,"16 WINCHESTER PARK, MANCHESTER","M20 2TN"
1133000,"SHOCKOUT ACADEMY",250016,824709,"STUDIO 25, 25 CHURCH STREET, MANCHESTER","M4 1PE"
1133121,"OUTDOORLADS LIMITED",257539,246505,"OutdoorLads, 440 Royal Exchange, MANCHESTER","M2 7EP"
1133526,"MANCHESTER DISABLED PEOPLE'S ACCESS GROUP",5805,4919,"MDPAG c/o GMCDP, Unit 4, Windrush Millenium Centre, 70 Alexandra Road, Manchester","M16 7WD"
1133626,"YOUTH PROJECT @ APOSTLES' AND CUTHBERT'S",177173,164863,"St Georges Community Centre, Bothwell Road, MANCHESTER","M40 7NY"
1134403,"THE PAROCHIAL CHURCH COUNCIL FO THE ECCLESIASTICAL PARISH OF ST CLEMENT'S, CHORLTON",127435,144224,"413 BARLOW MOOR ROAD, MANCHESTER","M21 7FZ"
1134433,"AFRO SOM UK MEDIA GROUP",0,0,"Flat 7, Sycamore Court, 58 Dudley Road, Manchester","M16 8FL"
1134458,"IVY MANCHESTER LIMITED",1270859,1284217,"97 BARLOW MOOR ROAD, MANCHESTER","M20 2GP"
1134462,"BROCKBANK FOUNDATION LIMITED",17787,11867,"97 BARLOW MOOR ROAD, MANCHESTER","M20 2GP"
1134580,"THE MANCHESTER YOUTH ZONE LIMITED",1399285,1265100,"931 Rochdale Road, Harpurhey, Manchester, , United Kingdom","M9 8AE"
1134725,"SPARKLE THE NATIONAL TRANSGENDER CHARITY",77099,98273,"83 Ducie Street, MANCHESTER","M1 2JQ"
1134915,"ARRAHMAN MANCHESTER ISLAMIC CULTURAL ASSOCIATION",31603,11472,"16 BEDWELL STREET, MOSS SIDE, MANCHESTER","M16 7LN"
1134926,"LEVANA SCHOOL PARTNERSHIP",3172,7328,"58 GRANGE ROAD, MANCHESTER","M21 9WX"
1135183,"THE LYALLPUR MEDICAL SERVICES TRUST",15360,515,"7-9 SWAN STREET, MANCHESTER","M4 5JJ"
1135192,"THE MUSTARD TREE",2574639,1241186,"The Mustard Tree, 110 Oldham Road, MANCHESTER","M4 6AG"
1135247,"SUMMIT MINISTRIES INTERNATIONAL",15471,37868,"527-529 HYDE ROAD, MANCHESTER","M12 5FL"
1135348,"MOTHERS AGAINST VIOLENCE",7128,17935,"Claremont Centre, 2 Jarvis Road, Hulme, Manchester","M15 5FS"
1135777,"THE BRUNTWOOD CHARITY",57961,43490,"Bruntwood Limited, Union, Albert Square, MANCHESTER","M2 6LW"
1135883,"ANSON CABIN PROJECT",129500,127204,"ANSON ESTATE COMMUNITY ASSOCIATI, 38 MELDON ROAD, MANCHESTER","M13 0TR"
1136159,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST ANN, MANCHESTER",194062,203756,"ST. ANNS CHURCH, ST. ANN STREET, MANCHESTER","M2 7LF"
1136293,"REDEEMED CHRISTIAN CHURCH OF GOD- NEW JERUSALEM CHURCH SALFORD",66970,71428,"23 EDWARD STREET, MANCHESTER","M9 4JD"
1136295,"MUSIC ACTION INTERNATIONAL",166079,155610,"MERCI, 22A Beswick Street, MANCHESTER","M4 7HR"
1136328,"CHEETHAM HILL ADVICE CENTRE",259167,239434,"1-3 Morrowfield Avenue, Cheetham Hill, MANCHESTER","M8 9AR"
1136358,"TRUSTEES FOR METHODIST CHURCH PURPOSES",938461,1193177,"TMCP, Central Buildings, Oldham Street, MANCHESTER","M1 1JQ"
1136517,"ENGLAND SQUASH FOUNDATION",17076,7201,"National Squash Centre, Sportcity, Rowsley Street, Manchester","M11 3FF"
1136721,"PROTECTION OF HUMAN RIGHTS IN PUBLIC LAW",118722,91744,"PHRPL, City View House, 5 Union Street, Ardwick, MANCHESTER","M12 4JD"
1136744,"MANCHESTER PHOENIX COMMUNITY SPORTS FOUNDATION",0,0,"Comtec Presentations Ltd, Communications House, 126-146 Fairfield Road, Droylsden, MANCHESTER","M43 6AT"
1137216,"UNITED CHURCH OF CHRIST IN THE UNITED KINGDOM, (UCCUK)",4000,700,"35 BLACKWIN STREET, MANCHESTER","M12 5LD"
1137323,"EDEN NETWORK GREATER LONDON",3963,18996,"THE MESSAGE TRUST, LANCASTER HOUSE, HARPER ROAD, SHARSTON INDUSTRIAL AREA, MANCHESTER","M22 4RG"
1137331,"SOCIAL WELFARE AND EDUCATION CENTRE",229137,62521,"651 Mauldeth Road West, Chorlton Cum Hardy, MANCHESTER","M21 7SA"
1137858,"SOUTH LIVERPOOL EDUCATION TRUST",0,0,"40 POLEFIELD ROAD, MANCHESTER","M9 7FL"
1138104,"CHRIST EVANGELICAL MINISTRIES (MANCHESTER)",26978,22547,"4 CORSTON WALK, MANCHESTER","M40 2FP"
1138180,"CHRIST'S EVANGELICAL MINISTRY INTERNATIONAL LTD",26030,24906,"9 BLENCARN WALK, MANCHESTER","M9 5GF"
1138250,"REDEEMED CHRISTIAN CHURCH OF GOD STRONG TOWER MIRACLE ARENA",71952,66378,"Redeemed Christian Church Of God, 39 Crab Lane, MANCHESTER","M9 8NB"
1138286,"GORTON VISUAL ARTS",24417,21768,"28 Buttress Street, MANCHESTER","M18 8EG"
1138290,"NASIRULAHI-WALI-FATHU GREATER MANCHESTER",50941,30257,"NGM Islamic Centre, 49 Beresford Road, Longsight, Manchester","M13 0GT"
1138880,"THE CROSSROADS CENTRE",0,0,"60 DAISY BANK ROAD, VICTORIA PARK, MANCHESTER","M14 5QP"
1138977,"AL MURTAZA TRUST",5469,5436,"24 BRIDEOAK STREET, MANCHESTER","M8 0PN"
1138978,"THE PRESTON FAMILY CHARITABLE SETTLEMENT",1286,179510,"DWF LLP, 1 SCOTT PLACE, 2 HARDMAN STREET, MANCHESTER","M3 3AA"
1139087,"CAKE TIN FOUNDATION",374,500,"c/o Apartment 5, 1A Range Road, MANCHESTER","M168FS"
1139229,"MANCHESTER CITY F.C. CITY IN THE COMMUNITY FOUNDATION",3017853,2963371,"ETIHAD STADIUM, ETIHAD CAMPUS, , MANCHESTER","M11 3FF"
1139378,"COMMUNITY ON SOLID GROUND",161900,165260,"116b Egerton Road North, Manchester","M16 0BZ"
1139645,"RESURRECTION FAITH FAMILY CHURCH",20204,22816,"57 CARIOCCA BUSINESS PARK, 2 SAWLEY ROAD, MILES PLATTING, MANCHESTER, LANCASHIRE","M40 8BB"
1139807,"RECLAIM PROJECT LTD",589886,770016,"Reclaim Project Ltd, The Courtyard, Royal Mills, 17 Redhill Street, MANCHESTER","M4 5BA"
1139820,"SPIRIT AND LIFE BIBLE CHURCH INTERNATIONAL",14591,15419,"22 DOLPHIN STREET, MANCHESTER","M12 6BG"
1139992,"SHAH JALAL MOSQUE & ISLAMIC CENTRE",178046,91974,"Shah Jalal Mosque, 1A Eileen Grove, MANCHESTER","M14 5WE"
1140195,"DYNAMIC SUPPORT OF GREATER MANCHESTER LTD",31445,22418,"The Salvation Army, Citadel, 71 Grosvenor Street, MANCHESTER","M13 9UB"
1140385,"GREATER MANCHESTER COMMUNITY CHAPLAINCY LTD",117319,103979,"Chair of Trustees, Gtr Mcr Community Chaplaincy, c/o Methodist Central Buildings, Oldham Street, Manchester","M1 1JQ"
1140822,"JUSTLIFE FOUNDATION",756748,714848,"Justlife, 1479 Ashton Old Road, Openshaw, Manchester","M11 1HH"
1141042,"KINGDOM MANDATE CENTRE",72595,69200,"Kingdom Mandate Centre, Empowerment House, 15 Williams Road, Gorton, MANCHESTER","M18 7AY"
1141175,"SALAAM COMMUNITY ASSOCIATION",23709,30778,"Salaam Community Association, 42 Raby Street, MANCHESTER","M167DJ"
1141284,"IKHLASS MASJID",97255,12354,"31 peakdale Avenue, crumpsall, manchester","M8 5QB"
1141629,"MBD COMMUNITY MIKVAH LTD",31463,61367,"MANCHESTER JEWISH CULTURAL CENTRE, BURY OLDROAD, MANCHESTER, , Great Britain","M7 4QY"
1141644,"DIDSBURY PLAYING FIELDS ASSOCIATION",24676,64402,"2 BAMFORD GROVE, MANCHESTER","M20 2FF"
1141796,"TLC - ST LUKE'S",67975,83995,"3 Grenfell Road, MANCHESTER","M20 6TG"
1141832,"IMAGE AND PREGNANCY HELPLINE",46846,41886,"WESLEY ENTERPRISE CENTRE, ROYCE ROAD, MANCHESTER","M15 5BP"
1141871,"THE SHAW CENTRE",207511,203551,"The Shaw Centre, Redbank House, 4 St. Chads Street, MANCHESTER","M8 8QA"
1142133,"MANCHESTER BETH DIN LTD",274529,206653,"Manchester Jewish Community Centre, Jubilee School, Bury Old Road, MANCHESTER","M7 4QY"
1142217,"BARLOW MOOR COMMUNITY ASSOCIATION LIMITED",359475,328997,"23 MERSEY BANK AVENUE, CHORLTON, MANCHESTER","M21 7NT"
1142264,"VISION 2020 LEADERSHIP INITIATIVE",30197,30100,"4 FALLOW AVENUE, MANCHESTER","M18 7GD"
1142462,"MANCHESTER SOUTH STREET PASTORS",1094,8445,"c/o Command Prayer Centre Ministrie, 1st Floor, Richmond House, 11 Richmond Grove, MANCHESTER","M13 0LN"
1142502,"ACTING ON IMPULSE",21706,28671,"8 DOBBINETTS LANE, MANCHESTER","M23 9NB"
1142522,"HAZARA COMMUNITY ASSOCIATION",22595,17572,"21 Gorton Lane, Manchester","M12 5WF"
1142739,"INCARNATE NETWORK",3012,5089,"335C Wilbraham Road, MANCHESTER","M16 8GL"
1142748,"NASRUL-LAHI-L- FATIH SOCIETY OF NIGERIA (MANCHESTER CENTRAL) ENGLAND",54975,51636,"CULCHETH METHODIST CHURCH, DROYLSDEN ROAD, MANCHESTER","M40 1NY"
1142798,"MANCHESTER CONGOLESE ORGANISATION LTD",33909,12095,"54 Crossley Street, Crossley Street Centre, Gorton, Manchester","M18 8BA"
1143097,"MANCHESTER TURKISH COMMUNITY ASSOCIATION",55917,52336,"Selimiye Community Centre, 7 Dolphin Street, MANCHESTER","M12 6BG"
1143128,"NARTM",7643,5318,"Museum of Transport, Boyle Street, Cheetham, Manchester","M8 8UL"
1143138,"GEORGE HOUSE TRUST",717410,776764,"GEORGE HOUSE TRUST, 75-77 ARDWICK GREEN NORTH, MANCHESTER","M12 6FX"
1143209,"MAD THEATRE COMPANY",86128,85728,"MaD Theatre Company, Biz Space, Building 1,, Wilsons Park, Monsall Road, MANCHESTER","M40 8WN"
1143295,"THE JOYCE AND MICHAEL KENNEDY AWARD FOR THE SINGING OF RICHARD STRAUSS",10880,8454,"62 Edilom Road, Manchester","M8 4HZ"
1143362,"SIMPLY CYCLING",139709,100372,"37 CHERINGTON CLOSE, MANCHESTER","M23 0FE"
1143510,"WOMEN IN INFORMAL EMPLOYMENT: GLOBALIZING AND ORGANIZING (WIEGO) LIMITED",1677108,3034738,"521 ROYAL EXCHANGE, MANCHESTER","M2 7EN"
1143531,"CHRISTIAN RESTORATION MANCHESTER",35215,32744,"C/O Pastor Isaac Sany, 10 BERWYN AVENUE, BLACKLEY, LANCHASHIRE, MANCHESTER","M9 0NW"
1143533,"DIDSBURY CIVIC SOCIETY",5382,7686,"OLD PARSONAGE, STENNER LANE, MANCHESTER","M20 2RQ"
1143635,"SCOTT WARD SCHOFIELD MEMORIAL FUND",9810,5904,"10 Nina Drive, Moston, Manchester","M40 5SD"
1143638,"WYTHENSHAWE COMMUNITY MEDIA",22723,18412,"31 WESTFIELD ROAD, MANCHESTER","M21 0SW"
1143639,"THE PORTICO LIBRARY AND NEWSROOM",196477,58967,"The Portico Library & Gallery, 57 Mosley Street, MANCHESTER","M2 3FF"
1143643,"NEXUS CCS",17367,33557,"Nexus Art Cafe, Central Buildings, Oldham Street, MANCHESTER","M1 1JQ"
1143716,"KINGDOM FAMILY CHURCH INTERNATIONAL",15030,15113,"3 RIDGEWOOD AVENUE, MANCHESTER","M40 8GF"
1143810,"FLORENCE NGWENYA MEMORIAL TRUST",0,0,"117 Woodstock Road, Moston, Manchester","M40 0DG"
1143854,"WELFARE FOUNDATION FOR EAST AFRICA",0,0,"10 Old York Street, Hulme, MANCHESTER","M15 5 TE"
